ID,Nombre,Apellido,Mail,Ingreso,Compras mensuales un pago,Compras mensuales cuotas,Pagos crédito,Ahorro,Frecuencia de compras un pago,Frecuencia de compras cuotas
952,Rene,Simmance,rsimmanceqf@macromedia.com,7831.9,1137.25,3322.67,,45.25,0.3757,
953,Brucie,Edds,beddsqg@indiatimes.com,10584.94,3150.01,3735.1,1964.43,798.91,0.5435,0.9377
954,Matias,Raithmill,mraithmillqh@ca.gov,933.91,859.23,536.38,1117.3,761.38,0.406,0.9538
955,Annora,Bassingden,abassingdenqi@phpbb.com,7122.8,1856.33,3411.75,1092.19,1816.34,0.2998,0.1143
956,Ario,Richmont,arichmontqj@usgs.gov,10273.94,2601.73,1039.15,1276.3,1227.99,0.4259,0.829
957,Howey,Weeds,hweedsqk@liveinternet.ru,244.56,3584.55,1182.93,216.15,963.8,0.7782,0.2488
958,Stavros,Kerbey,skerbeyql@tripod.com,1780.67,871.29,3607.06,857.81,569.67,0.0996,0.9574
959,Jefferey,Reiglar,jreiglarqm@mozilla.org,3585.87,1380.46,1253.21,2828.63,434.22,0.0592,0.2678
960,Hubie,Hartup,hhartupqn@macromedia.com,8643.81,3118.62,1410.47,2204.9,197.42,0.313,0.3654
961,Pavia,Robertis,probertisqo@blog.com,10113.61,1787.31,3950.26,1937.78,1024.19,0.8341,0.1823
962,Eliot,Alldre,ealldreqp@tiny.cc,8989.48,981.34,1176.54,105.65,813.15,0.1626,0.014
963,Marrissa,Sheeres,msheeresqq@constantcontact.com,4906.89,,3039.57,2506.4,,0.3269,0.9326
964,Melony,Daniells,mdaniellsqr@infoseek.co.jp,6551.76,4635.08,51.86,241.19,988.29,0.668,0.7627
965,Amery,Lukock,alukockqs@delicious.com,2307.13,293.86,366.0,851.58,1070.82,0.3446,0.7826
966,Malvin,Nashe,mnasheqt@china.com.cn,5259.06,2259.81,642.61,206.25,443.82,0.8227,0.2335
967,Kesley,Baldam,kbaldamqu@google.fr,10274.29,2800.18,3727.95,2132.07,863.94,0.5202,0.3508
968,Gradey,Payze,gpayzeqv@cornell.edu,11196.83,2232.72,3879.79,869.44,325.18,0.139,0.3708
969,Maryrose,Hawtin,mhawtinqw@nyu.edu,1415.27,483.74,812.92,1243.64,755.62,,0.2003
970,Ashil,Ellsworthe,aellswortheqx@mtv.com,8617.52,2904.47,2724.17,2502.59,1128.79,0.0681,0.6817
971,Sergei,Sentance,ssentanceqy@webnode.com,376.84,365.88,,358.01,743.1,0.4938,0.3528
972,Rica,O'Fergus,rofergusqz@apache.org,6936.86,4251.3,1555.23,2999.32,16.74,0.2195,0.0311
973,Nedi,Ales0,nalesr0@drupal.org,8745.56,2905.99,,,857.86,0.8895,
974,Quint,Longworthy,qlongworthyr1@state.gov,814.39,2801.51,3612.56,1474.8,1666.49,0.3165,0.7551
975,Zsazsa,Forsey,zforseyr2@sphinn.com,2150.09,2042.72,1292.86,1496.34,330.66,0.2779,0.432
976,Glyn,Courtenay,gcourtenayr3@smugmug.com,6114.07,895.23,2765.66,749.47,1448.2,0.7569,0.8463
977,Nichole,O'Fogerty,nofogertyr4@xrea.com,7096.65,324.19,317.08,2294.3,1840.46,,0.6112
978,Sydel,Dewi,sdewir5@cocolog-nifty.com,1300.6,1661.57,3658.1,551.57,448.02,0.7807,0.681
979,Arlee,Dammarell,adammarellr6@slate.com,2010.24,865.34,841.33,2511.14,1230.48,0.1912,0.7249
980,Rick,Greathead,rgreatheadr7@sitemeter.com,2679.97,,1583.64,1382.88,,0.4724,0.1259
981,Ashil,Pyser,apyserr8@howstuffworks.com,4676.91,1562.59,1019.71,350.7,1796.87,0.0393,0.1619
982,Eliza,Parlet,eparletr9@cyberchimps.com,7266.69,3396.75,1757.92,2088.48,1445.47,0.9248,0.1803
983,Jens,Babinski,jbabinskira@dailymail.co.uk,1412.69,4063.11,1647.27,1515.28,714.1,0.0545,0.3779
984,Gardener,Stedall,gstedallrb@kickstarter.com,9940.86,1392.13,2008.27,,42.62,,
985,Letta,Mallebone,lmallebonerc@tinypic.com,11482.82,1521.44,,1160.96,129.34,0.7619,0.0778
986,Juieta,Strelitzer,jstrelitzerrd@4shared.com,10655.95,4396.74,38.83,194.41,370.34,0.1488,0.5058
987,Julina,Maillard,jmaillardre@jugem.jp,10176.37,4953.9,3722.26,261.02,1337.26,0.6621,0.467
988,Kirbie,Karlolczak,kkarlolczakrf@fotki.com,11340.43,4806.15,585.79,2650.38,84.27,0.9565,0.0138
989,Yule,Bevington,ybevingtonrg@miitbeian.gov.cn,3752.54,3141.12,1386.66,2067.05,1937.47,0.5789,0.7175
990,Brod,Aaron,baaronrh@mapy.cz,10027.52,153.61,,232.76,116.32,,0.6554
991,Redford,Collings,rcollingsri@un.org,5253.23,4217.84,2158.98,2820.35,1491.69,0.5512,0.5505
992,Reina,Forson,rforsonrj@twitpic.com,8188.53,3906.41,,1371.37,759.05,0.0572,0.8239
993,Sindee,Summerlee,ssummerleerk@mapquest.com,8786.16,3091.86,3435.7,306.1,283.52,0.1006,0.5669
994,Son,Rabier,srabierrl@imageshack.us,2692.34,4193.03,,2388.39,177.08,0.8565,0.0345
995,Bar,Espie,bespierm@blogs.com,1524.82,4175.25,159.15,1185.31,1218.24,0.4804,0.475
996,Adore,Kearle,akearlern@mayoclinic.com,6916.3,739.44,2132.93,2400.08,1990.31,0.3912,0.0311
997,Sibella,Lendrem,slendremro@soundcloud.com,11300.85,,2866.75,2949.2,,0.0848,0.6572
998,Morna,Arrault,marraultrp@netscape.com,2089.96,2059.0,1177.63,1638.11,342.47,0.3671,0.8045
999,Clyve,Pilling,cpillingrq@marriott.com,10311.18,3449.11,3617.03,2202.28,3.93,0.2113,0.5737
1000,Luigi,Burras,lburrasrr@yale.edu,97.19,3721.41,6.88,402.34,1479.22,0.2097,0.9491
